student_id,name,branch,semester,subject,marks,attendance,exam_date
1276,Ashish,CHE,1,DSA,84,62,2026-02-01
1277,Shivani,ELCE,8,OS,62,62,2026-01-18
1278,Raghav,CSE AIML,8,Maths,40,72,2026-01-15
1279,Anjali,ME,2,DAA,44,92,2026-03-07
1280,Sonal,ME,2,OS,68,73,2025-12-20
1281,Manish,CHE,4,CD,49,71,2025-12-29
1282,Pooja,CSE AIML,1,Maths,35,86,2026-02-20
1283,Riya,CSE,1,DAA,42,63,2026-01-28
1284,Pallavi,AE,1,AI,30,76,2026-01-04
1285,Sneha,CE,6,DL,54,77,2026-02-24
1286,Aniket,CSE AIML,4,OS,20,84,2026-03-28
1287,Kriti,CSE,1,WEBT,85,87,2026-02-09
1288,Rishi,EE,1,WEBT,27,83,2026-03-12
1289,Aarav,CHE,7,OS,99,80,2026-03-05
1290,Shivani,EEE,5,DAA,99,60,2026-03-25
1291,Sanya,CE,3,CD,61,87,2026-02-15
1292,Aditya,IT,2,UHV,20,74,2026-01-07
1293,Vikram,ME,8,CN,99,70,2026-02-02
1294,Raghavendra,IT,7,CD,77,74,2026-02-04
1295,Nisha,IT,6,ML,24,75,2026-01-14
1296,Anjali,BT,5,ML,71,67,2026-03-28
1297,Rishi,BT,1,DBMS,76,85,2026-01-18
1298,Sanya,ME,8,DAA,60,100,2025-12-19
1299,Vikram,IT,1,WEBT,80,68,2026-02-07
1300,Karan,ECE,2,CD,28,77,2026-01-18
1301,Rishi,IT,6,Maths,68,65,2026-01-26
1302,Rahul,CSE AIML,4,DSA,59,92,2026-02-17
1303,Saurabh,EEE,4,UHV,47,85,2026-03-15
1304,Aditya,CE,6,WEBT,47,78,2026-03-25
1305,Aditya,IT,2,Maths,74,68,2026-03-15
1306,Yash,CE,6,DBMS,46,63,2026-01-26
1307,Neha,CE,5,ML,72,95,2026-03-03
1308,Isha,CHE,5,OS,81,72,2026-02-22
1309,Saurabh,CSE,6,DL,99,75,2026-02-07
1310,Vivek,ELCE,4,CD,32,77,2026-03-11
1311,Sneha,CSE DS,2,DSA,93,90,2025-12-26
1312,Shivani,CE,2,DL,56,83,2026-02-02
1313,Yash,ELCE,4,DBMS,80,75,2026-01-20
1314,Shreya,ELCE,7,CN,67,68,2026-01-10
1315,Satyam,EE,1,DSA,92,66,2026-01-05
1316,Raghavendra,BT,2,AI,25,85,2026-03-25
1317,Manish,CSE DS,5,OS,79,63,2026-01-05
1318,Kavya,CHE,7,WEBT,36,70,2026-01-03
1319,Shivani,IT,6,DL,63,93,2026-03-28
1320,Saurabh,CSEAI,8,ML,76,74,2026-01-20
1321,Ashish,CSE AIML,3,OS,32,82,2026-01-12
1322,Isha,IT,1,UHV,44,83,2026-03-06
1323,Kriti,CSE AIML,1,CN,28,100,2026-03-05
1324,Pooja,CSE,7,ML,21,77,2026-03-02
1325,Saurabh,ECE,3,DAA,63,73,2026-01-10
1326,Kriti,ELCE,8,CD,37,89,2026-01-15
1327,Divya,CE,4,DL,20,63,2026-01-19
1328,Shivani,CSE DS,7,ML,62,84,2026-03-01
1329,Shivani,CSE,7,AI,53,96,2026-03-18
1330,Riya,ELCE,5,AI,62,65,2026-03-18
1331,Anushka,ELCE,1,ML,98,88,2026-02-02
1332,Rishi,CSE AIML,6,Maths,83,99,2025-12-20
1333,Pallavi,ECE,7,OS,22,76,2026-02-25
1334,Shivani,BT,3,CN,92,75,2026-01-31
1335,Satyam,EEE,5,OS,23,86,2026-01-02
1336,Ananya,EEE,4,WEBT,29,66,2026-01-03
1337,Satyam,ME,6,UHV,31,98,2026-02-09
1338,Nisha,ME,8,AI,46,65,2025-12-25
1339,Riya,CHE,1,CD,75,85,2026-03-24
1340,Aarav,EE,2,DSA,23,90,2025-12-28
1341,Sneha,CSE AIML,7,AI,95,96,2025-12-20
1342,Manish,ELCE,1,DL,79,98,2026-02-26
1343,Divya,CSE AIML,4,AI,75,100,2026-01-29
1344,Priya,CSE AIML,6,OS,56,73,2026-01-08
1345,Manish,CSE,8,DBMS,21,84,2026-01-12
1346,Kavya,EEE,3,OS,88,69,2025-12-20
1347,Shreya,EE,8,OS,63,72,2026-03-23
1348,Vikram,CSE,5,Maths,82,70,2026-01-15
1349,Anushka,ELCE,2,WEBT,52,85,2026-03-16
1350,Shivani,CE,4,ML,60,61,2026-03-24
1351,Aarav,CHE,4,OS,53,65,2026-02-11
1352,Divya,ELCE,3,WEBT,22,61,2026-01-23
1353,Sneha,EEE,7,CD,23,99,2026-02-27
1354,Riya,BT,6,DBMS,98,83,2026-01-27
1355,Saurabh,AE,8,DL,54,85,2026-03-11
1356,Neha,CHE,2,DL,65,85,2026-03-12
1357,Riya,CSEAI,8,UHV,59,92,2026-02-12
1358,Vikram,ME,6,DL,36,100,2026-03-29
1359,Saurabh,ELCE,2,CN,42,73,2026-02-09
1360,Neha,BT,3,DBMS,69,92,2026-01-15
1361,Aakash,BT,6,OS,86,62,2026-01-10
1362,Satyam,EEE,3,OS,65,64,2026-03-06
1363,Karan,EE,4,CD,59,77,2026-02-15
1364,Maya,ECE,5,ML,75,84,2026-03-26
1365,Maya,BT,3,DL,41,92,2026-01-09
1366,Karan,CE,8,DAA,94,66,2026-02-14
1367,Rishi,CSEAI,6,OS,94,68,2026-02-14
1368,Ashish,CSE AIML,5,UHV,52,72,2026-03-19
1369,Raghav,CSE DS,2,DAA,65,100,2026-01-10
1370,Aakash,EEE,1,Maths,63,91,2025-12-27
1371,Aman,CSEAI,2,DAA,27,97,2026-02-07
1372,Karan,CSEAI,1,DAA,26,87,2026-03-11
1373,Kavya,ECE,3,DSA,57,62,2026-03-03
1374,Karan,IT,2,DBMS,89,81,2025-12-24
1375,Anushka,AE,3,OS,28,95,2026-01-23
1376,Nisha,CHE,6,DAA,40,67,2026-02-24
1377,Isha,ECE,5,ML,51,85,2025-12-29
1378,Vivek,IT,2,DL,82,92,2026-03-08
1379,Anushka,ME,1,DL,37,92,2026-01-12
1380,Kriti,BT,6,Maths,35,60,2026-03-22
1381,Anjali,CSE AIML,8,DAA,56,76,2026-03-06
1382,Riya,ELCE,8,CD,57,61,2026-03-20
1383,Isha,ME,5,DSA,96,87,2026-01-03
1384,Kriti,EEE,1,UHV,77,75,2026-01-06
1385,Maya,CSE AIML,1,DL,74,84,2026-03-19
1386,Kavya,CSE AIML,3,CD,94,94,2026-03-05
1387,Rishi,CHE,8,Maths,69,82,2026-02-12
1388,Shreya,BT,1,UHV,36,91,2026-03-05
1389,Satyam,CSEAI,3,CN,21,72,2026-03-19
1390,Karan,CHE,3,DBMS,70,98,2025-12-19
1391,Nisha,CSE DS,4,DL,48,66,2026-03-15
1392,Satyam,CHE,6,DSA,52,74,2025-12-19
1393,Raghavendra,ECE,6,DSA,47,74,2026-01-14
1394,Aarav,CSE,5,UHV,85,66,2026-01-20
1395,Kriti,EE,1,CD,27,75,2026-03-27
1396,Rohit,CSE AIML,5,Maths,59,67,2026-03-10
1397,Siddharth,CSE,3,DSA,45,73,2025-12-24
1398,Ashish,ECE,8,DL,71,61,2025-12-29
1399,Karan,CSE AIML,4,WEBT,59,84,2025-12-23
1400,Riya,EE,2,UHV,69,61,2026-03-16
1401,Sanya,AE,7,ML,81,65,2026-02-19
1402,Aniket,CE,4,DL,21,97,2026-01-03
1403,Kavya,ELCE,2,DBMS,47,88,2026-03-14
1404,Rishi,ELCE,3,ML,35,82,2026-03-12
1405,Pooja,AE,8,Maths,20,65,2026-03-20
1406,Kavya,CE,5,UHV,45,71,2025-12-24
1407,Maya,CE,4,WEBT,94,85,2026-02-04
1408,Rishi,CSE,1,Maths,81,99,2026-02-27
1409,Aarav,ELCE,1,WEBT,37,68,2025-12-19
1410,Rohit,CSE DS,4,AI,44,83,2026-01-17
1411,Kriti,CSE DS,3,DSA,54,62,2026-02-14
1412,Rishi,CSEAI,5,DBMS,22,60,2026-02-27
1413,Manish,AE,5,CD,64,96,2026-03-03
1414,Karan,EE,7,OS,30,71,2026-01-03
1415,Aniket,AE,6,AI,28,95,2026-03-27
1416,Aman,BT,4,AI,59,91,2026-01-15
1417,Rishi,CSE DS,8,OS,86,81,2026-01-01
1418,Ashish,ELCE,7,ML,55,70,2026-02-08
1419,Manish,CE,2,Maths,86,70,2026-01-05
1420,Yash,ME,7,OS,28,75,2026-02-13
1421,Sneha,AE,2,DAA,43,64,2025-12-28
1422,Shivani,ELCE,2,DL,81,65,2026-01-09
1423,Siddharth,EEE,7,OS,57,89,2026-01-18
1424,Anjali,CSE DS,2,OS,97,65,2026-02-24
1425,Vivek,IT,4,CN,71,69,2026-01-29
1426,Ashish,ELCE,5,CD,51,87,2026-03-12
1427,Vivek,IT,1,DBMS,41,76,2026-01-13
1428,Anushka,CE,1,WEBT,38,60,2025-12-30
1429,Saurabh,EE,8,OS,93,66,2026-03-07
1430,Vivek,ECE,5,ML,21,64,2026-01-01
1431,Raghavendra,EEE,8,CN,96,96,2026-01-23
1432,Isha,CSEAI,8,UHV,96,84,2026-03-18
1433,Sonal,CSEAI,7,OS,20,98,2026-01-22
1434,Maya,CSE AIML,8,WEBT,93,90,2026-01-26
1435,Vikram,ECE,8,UHV,55,79,2026-03-13
1436,Manish,EE,6,DL,63,84,2026-02-11
1437,Vikram,CE,2,Maths,61,89,2025-12-25
1438,Isha,EE,4,DAA,63,77,2025-12-22
1439,Nisha,ECE,8,ML,45,78,2026-01-09
1440,Sanya,AE,3,OS,20,95,2026-03-07
1441,Siddharth,CSE AIML,2,Maths,26,62,2026-02-15
1442,Ashish,ECE,3,DAA,75,76,2026-03-14
1443,Divya,EEE,4,ML,73,63,2026-01-18
1444,Pallavi,AE,3,UHV,49,72,2026-02-01
1445,Sneha,IT,6,DBMS,94,83,2026-02-28
1446,Amit,IT,2,Maths,42,73,2026-01-28
1447,Aniket,IT,3,OS,90,100,2025-12-23
1448,Sonal,IT,1,CN,69,100,2026-02-08
1449,Satyam,AE,5,AI,95,71,2025-12-23
1450,Kriti,AE,1,Maths,39,65,2026-02-24
1451,Anjali,CSEAI,6,WEBT,23,88,2026-02-18
1452,Saurabh,CSEAI,2,ML,42,85,2026-02-26
1453,Anushka,AE,6,DL,24,82,2026-02-02
1454,Anjali,EE,8,Maths,27,72,2026-03-13
1455,Shivani,CSEAI,2,DL,83,76,2026-01-21
1456,Vikram,EEE,3,DL,58,80,2026-01-16
1457,Raghav,EEE,2,DBMS,76,76,2026-02-03
1458,Maya,ECE,3,DAA,50,91,2026-03-07
1459,Siddharth,CSE,2,OS,40,86,2026-02-13
1460,Ashish,CHE,1,Maths,26,74,2026-03-06
1461,Maya,ME,3,UHV,86,82,2026-01-16
1462,Nisha,EE,7,CN,30,90,2026-03-14
1463,Manish,CSE AIML,4,WEBT,83,80,2026-03-24
1464,Isha,ME,2,DAA,60,74,2026-01-19
1465,Isha,EEE,7,DL,47,92,2026-02-04
1466,Rohit,BT,3,CD,93,64,2026-02-19
1467,Rohit,CSE AIML,1,AI,99,66,2026-03-28
1468,Ashish,BT,1,AI,87,92,2026-02-21
1469,Rishi,BT,3,AI,83,74,2026-03-19
1470,Kriti,ME,3,UHV,69,73,2026-03-16
1471,Riya,EEE,8,OS,42,65,2025-12-25
1472,Shivani,CSE DS,4,CN,67,80,2026-03-09
1473,Priya,EEE,2,Maths,54,80,2026-03-06
1474,Maya,EE,4,CN,29,91,2026-01-10
1475,Saurabh,CHE,5,WEBT,67,89,2026-03-26
1476,Kavya,IT,2,CD,25,97,2026-03-24
1477,Anjali,IT,5,DAA,66,100,2025-12-21
1478,Anushka,CSEAI,4,AI,44,83,2026-01-27
1479,Isha,AE,7,UHV,96,93,2026-02-15
1480,Vivek,CHE,6,OS,57,81,2026-03-19
1481,Divya,ME,1,UHV,63,68,2026-03-23
1482,Anjali,EE,3,OS,93,78,2026-02-04
1483,Pallavi,CHE,7,DL,51,69,2026-03-14
1484,Riya,CSE DS,5,DBMS,45,79,2026-01-19
1485,Satyam,CSE DS,5,DBMS,67,74,2025-12-27
1486,Riya,ELCE,6,WEBT,37,95,2026-03-02
1487,Pooja,ME,7,DL,60,86,2025-12-23
1488,Kriti,BT,2,DAA,59,93,2026-02-15
1489,Rishi,ME,7,DBMS,59,86,2025-12-23
1490,Divya,CE,4,DSA,53,80,2026-01-23
1491,Riya,ECE,5,CN,78,91,2025-12-23
1492,Kriti,CSE AIML,6,OS,72,88,2026-01-28
1493,Manish,IT,4,Maths,84,71,2026-01-27
1494,Aman,ME,5,OS,38,68,2025-12-28
1495,Raghavendra,AE,2,DL,83,98,2026-03-16
1496,Ananya,ELCE,3,AI,29,88,2025-12-20
1497,Anjali,CSE AIML,7,OS,47,63,2026-03-20
1498,Karan,ECE,2,UHV,51,85,2026-03-25
1499,Sneha,IT,7,DBMS,31,100,2026-02-01
1500,Rishi,CHE,3,OS,70,98,2025-12-23
1501,Sonal,CSE AIML,3,DL,66,76,2025-12-27
1502,Aniket,CHE,4,DSA,87,73,2026-03-08
1503,Raghavendra,BT,1,UHV,52,74,2026-03-17
1504,Nisha,ELCE,5,OS,64,69,2025-12-30
1505,Aman,CSEAI,7,DSA,44,64,2025-12-23
1506,Aditya,AE,8,CN,41,78,2026-02-12
1507,Sneha,BT,6,OS,75,67,2026-02-17
1508,Shivani,ELCE,7,UHV,72,76,2026-01-11
1509,Aniket,EE,6,DAA,54,93,2026-01-02
1510,Riya,CE,8,OS,83,91,2026-03-05
1511,Rishi,CHE,2,DAA,89,98,2026-01-24
1512,Yash,CSE AIML,8,OS,57,76,2026-02-13
1513,Nisha,EE,1,CN,32,87,2026-03-05
1514,Vikram,CSE AIML,5,ML,45,82,2026-01-02
1515,Sonal,BT,6,CN,84,100,2026-02-13
1516,Karan,CE,1,Maths,55,75,2026-01-22
1517,Vikram,BT,3,DBMS,93,98,2026-01-01
1518,Ashish,AE,7,OS,59,61,2026-03-12
1519,Aniket,IT,3,CD,48,94,2026-01-25
1520,Maya,EE,6,ML,30,83,2026-02-03
1521,Vivek,CSEAI,5,DSA,58,89,2026-01-13
1522,Yash,ME,7,UHV,28,93,2026-02-25
1523,Amit,EE,6,UHV,70,62,2026-03-21
1524,Ashish,EEE,2,DSA,65,85,2026-01-17
1525,Ashish,AE,1,Maths,42,96,2026-03-04
1526,Rishi,ECE,3,ML,49,99,2026-02-14
1527,Divya,CE,2,WEBT,68,85,2026-01-27
1528,Karan,CSEAI,4,WEBT,87,90,2026-03-14
1529,Aakash,ECE,6,DL,96,89,2026-01-19
1530,Sneha,ME,2,DL,44,91,2026-02-23
1531,Neha,CSE,6,UHV,57,80,2026-01-26
1532,Karan,BT,4,DSA,30,90,2026-02-06
1533,Isha,CSEAI,7,WEBT,59,70,2026-01-01
1534,Sneha,CSE DS,7,UHV,27,99,2026-02-17
1535,Nisha,AE,4,WEBT,34,81,2026-01-03
1536,Nisha,BT,7,DAA,89,77,2026-01-26
1537,Sonal,CSE AIML,4,ML,82,97,2026-01-10
1538,Vivek,BT,1,AI,73,94,2026-03-04
1539,Vikram,IT,3,ML,67,92,2025-12-25
1540,Maya,CSE,8,OS,22,86,2026-01-05
1541,Ananya,ELCE,6,WEBT,22,70,2026-03-17
1542,Karan,ME,6,DAA,66,98,2026-01-09
1543,Isha,AE,8,WEBT,54,100,2026-02-02
1544,Pooja,CE,7,Maths,40,80,2026-03-28
1545,Sanya,CHE,2,CD,69,70,2026-03-01
1546,Ashish,CSEAI,4,DL,23,71,2026-01-31
1547,Satyam,ME,8,UHV,67,61,2026-01-02
1548,Anushka,ECE,8,DL,47,70,2026-02-12
1549,Neha,AE,5,DSA,57,62,2025-12-28
1550,Satyam,CHE,7,WEBT,77,81,2026-01-12
1551,Aarav,ME,4,CN,59,77,2026-03-03
1552,Aarav,CSEAI,1,DSA,64,60,2026-02-08
1553,Neha,CSE AIML,3,Maths,35,82,2025-12-27
1554,Aditya,EE,2,DSA,94,68,2026-03-15
1555,Nisha,CSE DS,3,DSA,79,91,2026-02-19
1556,Riya,BT,1,UHV,95,85,2026-03-12
1557,Saurabh,CE,1,UHV,78,91,2026-02-28
1558,Pooja,CSE DS,7,CN,78,97,2026-03-04
1559,Sanya,EE,7,DSA,57,83,2026-03-22
1560,Neha,CSEAI,7,OS,88,74,2026-03-19
1561,Satyam,CSE,8,CN,80,93,2026-01-29
1562,Rishi,EEE,7,UHV,96,100,2026-03-14
1563,Anjali,CSE AIML,8,AI,96,84,2026-01-03
1564,Shreya,CHE,4,UHV,24,84,2026-03-23
1565,Raghavendra,CE,1,DSA,23,74,2026-02-01
1566,Yash,CSE,3,OS,44,88,2026-02-03
1567,Kriti,EE,8,OS,61,80,2026-01-23
1568,Yash,AE,2,CD,78,81,2026-03-25
1569,Anushka,BT,6,CD,57,73,2026-03-02
1570,Raghav,ECE,3,DL,49,66,2026-03-18
1571,Saurabh,IT,8,UHV,56,84,2026-01-08
1572,Vikram,ME,7,UHV,88,94,2026-01-09
1573,Rishi,ECE,7,OS,58,94,2026-01-05
1574,Priya,ELCE,3,UHV,99,63,2026-03-25
1575,Rishi,ELCE,3,DSA,89,87,2025-12-31
1576,Rishi,CSEAI,7,DL,45,91,2026-02-13
1577,Ashish,IT,1,CD,74,65,2025-12-23
1578,Aakash,EEE,2,WEBT,97,63,2025-12-21
1579,Saurabh,IT,1,OS,30,62,2026-03-07
1580,Maya,CSE,2,OS,46,67,2025-12-22
1581,Ashish,CHE,3,DSA,81,78,2026-03-27
1582,Vivek,ECE,4,AI,52,73,2026-03-28
1583,Divya,CHE,1,DBMS,87,90,2026-01-08
1584,Sonal,CHE,6,AI,38,79,2026-01-07
1585,Anushka,ECE,4,UHV,69,82,2026-01-08
1586,Vivek,CSE AIML,5,OS,30,80,2026-02-14
1587,Sanya,CSE,7,WEBT,39,95,2026-03-26
1588,Manish,BT,2,OS,96,71,2026-02-24
1589,Vikram,EE,6,Maths,41,84,2026-01-03
1590,Karan,CSE,5,DAA,96,97,2026-02-05
1591,Ashish,CSE DS,5,DL,41,93,2026-03-13
1592,Satyam,IT,5,DSA,25,84,2026-01-12
1593,Nisha,CHE,3,Maths,30,94,2026-02-20
1594,Satyam,CSE,4,DAA,42,89,2025-12-26
1595,Raghavendra,AE,2,OS,72,95,2026-02-15
1596,Rohit,EE,7,UHV,65,86,2026-02-07
1597,Nisha,CSE DS,8,CD,100,95,2025-12-31
1598,Aniket,CSE DS,6,WEBT,90,63,2026-03-08
1599,Arjun,CSE,6,CD,79,82,2026-02-26
1600,Aarav,EE,2,OS,37,98,2026-01-12
1601,Aniket,EEE,8,UHV,29,73,2026-02-24
1602,Kriti,CE,1,OS,25,80,2025-12-22
1603,Karan,CSE DS,6,DBMS,99,76,2026-02-21
1604,Nisha,CE,2,WEBT,58,71,2026-02-21
1605,Isha,CSE,7,CD,80,67,2026-01-23
1606,Anjali,CSE,1,OS,26,77,2025-12-22
1607,Vivek,AE,8,UHV,92,69,2026-02-20
1608,Raghav,CSE,4,ML,63,81,2026-03-09
1609,Manish,CSE AIML,1,DSA,59,98,2026-02-13
1610,Aakash,CE,5,AI,27,63,2026-02-04
1611,Aarav,CE,6,ML,67,80,2026-03-26
1612,Raghavendra,ECE,5,DL,39,76,2026-02-03
1613,Neha,ELCE,7,Maths,57,89,2025-12-20
1614,Ananya,CSE DS,1,WEBT,25,83,2026-02-25
1615,Sonal,CSE DS,8,CD,89,89,2026-01-16
1616,Ashish,CSE DS,3,OS,40,71,2026-01-21
1617,Satyam,EE,8,Maths,94,70,2026-01-19
1618,Vivek,EEE,1,UHV,38,94,2026-01-22
1619,Aman,IT,7,CN,60,93,2026-02-28
1620,Riya,IT,7,UHV,31,98,2026-02-07
1621,Divya,IT,2,AI,30,66,2026-03-16
1622,Sonal,EEE,5,Maths,71,71,2026-02-11
1623,Satyam,CSE,2,UHV,64,66,2026-02-01
1624,Sonal,CHE,6,UHV,74,60,2026-02-07
1625,Pallavi,ME,1,OS,55,94,2026-01-08
1626,Vivek,IT,3,DBMS,49,78,2025-12-24
1627,Vivek,BT,7,DL,49,98,2026-03-13
1628,Satyam,CSEAI,6,WEBT,80,94,2026-02-07
1629,Aakash,CSE,4,ML,65,74,2026-03-26
1630,Pallavi,ELCE,4,DSA,80,87,2026-03-10
1631,Karan,CSE DS,4,WEBT,41,80,2026-02-13
1632,Kriti,BT,8,DSA,96,77,2025-12-24
1633,Ashish,CE,8,UHV,61,68,2026-01-30
1634,Ananya,EE,6,AI,91,92,2026-03-10
1635,Aditya,CSE DS,8,AI,79,67,2026-02-13
1636,Neha,CSEAI,8,DSA,89,99,2026-01-05
1637,Riya,CSE,6,WEBT,43,95,2026-01-04
1638,Kriti,CSEAI,8,WEBT,68,77,2026-01-05
1639,Satyam,ECE,2,CD,45,62,2026-03-28
1640,Satyam,CSE DS,6,CD,62,76,2026-02-19
1641,Neha,ME,3,OS,77,73,2026-01-19
1642,Pooja,CE,3,WEBT,50,82,2026-03-17
1643,Karan,ELCE,1,OS,23,75,2026-03-16
1644,Vikram,CHE,3,DL,98,69,2026-02-26
1645,Saurabh,ME,4,WEBT,78,92,2026-02-14
1646,Kriti,CSE DS,6,CD,22,90,2026-01-26
1647,Vivek,AE,7,DAA,61,64,2026-02-17
1648,Kriti,EEE,1,CN,74,91,2026-01-30
1649,Vivek,CE,8,CD,94,80,2026-03-02
1650,Nisha,CSE DS,1,CD,53,68,2026-01-31
1651,Saurabh,CSE,8,DAA,86,63,2026-01-27
1652,Manish,ME,6,DL,35,67,2026-01-24
1653,Anjali,CSEAI,5,OS,82,90,2026-01-22
1654,Aniket,CE,2,DSA,90,77,2026-02-08
1655,Karan,IT,8,DSA,31,72,2026-03-05
1656,Raghavendra,ECE,3,OS,74,78,2025-12-27
1657,Riya,CSE DS,1,DL,35,81,2025-12-30
1658,Vikram,CSE AIML,5,CD,84,93,2026-02-17
1659,Satyam,CHE,7,DAA,82,76,2026-03-28
1660,Manish,CSE AIML,5,OS,38,69,2026-02-23
1661,Pooja,CSE DS,5,CN,70,79,2026-03-06
1662,Aakash,ME,8,Maths,97,65,2026-01-08
1663,Yash,CSE,2,OS,39,100,2026-03-01
1664,Aniket,ELCE,2,CD,30,98,2026-02-26
1665,Pallavi,EE,5,WEBT,71,79,2026-02-12
1666,Raghav,EE,4,UHV,43,87,2026-03-19
1667,Pallavi,CSE,1,CD,33,73,2026-01-29
1668,Pallavi,EEE,5,CN,96,89,2026-01-28
1669,Pallavi,AE,1,OS,93,62,2026-03-24
1670,Maya,EE,1,UHV,96,94,2026-03-18
1671,Karan,CSEAI,6,WEBT,41,62,2026-01-18
1672,Satyam,ELCE,4,OS,92,64,2026-02-25
1673,Rahul,BT,2,CD,75,76,2026-03-21
1674,Pallavi,CSEAI,8,DBMS,60,81,2026-02-02
1675,Ashish,CSE AIML,6,Maths,26,71,2026-01-20
1676,Isha,IT,4,Maths,42,61,2026-01-11
1677,Isha,BT,1,AI,45,81,2026-02-12
1678,Karan,ECE,2,DBMS,38,94,2026-02-17
1679,Pooja,AE,8,DSA,75,75,2026-03-16
1680,Anushka,AE,3,AI,66,98,2026-02-26
1681,Rahul,IT,8,DSA,59,67,2025-12-22
1682,Shreya,IT,1,DSA,91,67,2026-03-02
1683,Ashish,CSEAI,6,CD,55,79,2026-02-13
1684,Saurabh,CSEAI,6,DBMS,87,82,2026-03-19
1685,Riya,CSE AIML,8,UHV,86,62,2026-03-22
1686,Pallavi,CSE AIML,8,AI,36,100,2026-02-09
1687,Manish,ECE,4,OS,75,62,2026-02-06
1688,Shivani,CHE,5,ML,80,97,2026-03-02
1689,Sonal,IT,5,ML,71,73,2025-12-26
1690,Shivani,CSEAI,3,DAA,73,96,2026-02-01
1691,Aarav,CSE,6,OS,95,95,2026-03-09
1692,Divya,EE,4,DL,83,64,2026-02-11
1693,Arjun,CSE DS,2,CN,67,93,2026-02-05
1694,Pooja,CHE,8,Maths,46,69,2026-03-18
1695,Satyam,AE,6,DBMS,29,89,2026-03-08
1696,Divya,CSE DS,2,OS,86,72,2026-02-19
1697,Sanya,AE,6,CD,53,70,2026-01-23
1698,Kavya,ME,7,ML,23,86,2026-01-17
1699,Vivek,ECE,4,Maths,41,91,2026-01-06
1700,Kriti,ECE,7,CN,34,71,2026-02-20
1701,Karan,EEE,1,OS,100,100,2026-02-09
1702,Arjun,CSE,2,DBMS,87,94,2026-01-26
1703,Saurabh,CSEAI,3,CN,24,63,2025-12-25
1704,Vikram,ECE,2,OS,58,98,2026-02-12
1705,Raghavendra,EEE,6,DAA,67,79,2025-12-19
1706,Aniket,ELCE,4,Maths,72,74,2026-03-13
1707,Aniket,BT,6,DL,49,85,2026-02-19
1708,Kavya,CHE,7,AI,38,61,2026-03-12
1709,Priya,CSE AIML,7,CD,39,70,2026-01-28
1710,Karan,BT,6,OS,98,72,2026-01-03
1711,Pallavi,ECE,7,ML,80,60,2026-01-24
1712,Aman,CE,8,DBMS,42,68,2026-01-05
1713,Rohit,BT,8,ML,73,62,2026-02-23
1714,Kriti,AE,1,UHV,46,90,2026-01-11
1715,Kriti,ME,5,OS,88,98,2026-01-15
1716,Shreya,CSE,5,UHV,65,99,2026-02-11
1717,Ashish,AE,5,DSA,67,61,2026-03-05
1718,Pooja,CHE,3,OS,90,94,2026-01-07
1719,Anjali,EEE,8,WEBT,33,94,2026-02-07
1720,Divya,AE,2,OS,62,72,2026-02-02
1721,Aditya,EE,1,WEBT,21,98,2026-03-20
1722,Shreya,ECE,6,UHV,21,95,2026-03-12
1723,Divya,CHE,2,DL,22,63,2026-01-31
1724,Aarav,ELCE,1,DAA,57,92,2026-01-07
1725,Vivek,CSE,2,CN,88,91,2026-01-30
1726,Riya,CE,8,WEBT,43,74,2026-02-24
1727,Aditya,ME,2,CD,92,73,2026-01-27
1728,Priya,EEE,6,CN,51,72,2025-12-28
1729,Ashish,CSE DS,5,CD,98,81,2026-03-02
1730,Divya,CSEAI,8,ML,42,80,2026-01-12
1731,Shreya,ECE,7,UHV,88,93,2026-01-22
1732,Anjali,CSEAI,2,DAA,76,96,2026-01-03
1733,Anushka,IT,8,Maths,30,81,2026-03-07
1734,Shivani,CSE DS,2,DBMS,36,60,2026-03-13
1735,Vivek,CSEAI,7,OS,30,85,2026-01-17
1736,Pooja,CSEAI,7,Maths,26,99,2026-01-31
1737,Satyam,BT,7,DL,47,64,2026-02-04
1738,Kriti,CSE AIML,1,OS,75,85,2026-03-02
1739,Isha,EE,6,DBMS,45,65,2026-01-03
1740,Ashish,CSE AIML,6,DBMS,33,73,2026-02-24
1741,Sonal,CSE,4,DSA,94,68,2026-02-21
1742,Priya,CSE,4,Maths,46,77,2025-12-26
1743,Karan,CSE DS,7,DBMS,20,78,2026-01-25
1744,Satyam,CHE,5,WEBT,87,87,2025-12-21
1745,Rishi,CHE,7,CN,75,62,2026-02-14
1746,Saurabh,IT,6,DSA,81,71,2026-03-12
1747,Neha,CE,5,DAA,55,95,2026-01-22
1748,Raghavendra,BT,4,Maths,47,80,2025-12-23
1749,Aman,ECE,7,UHV,72,60,2026-03-10
1750,Rohit,CSE,1,DL,58,80,2026-03-16
1751,Karan,CE,6,UHV,67,62,2026-01-31
1752,Riya,EE,4,DBMS,47,61,2026-03-11
1753,Raghavendra,BT,1,ML,55,75,2026-01-30
1754,Ananya,ECE,7,DSA,32,74,2026-01-20
1755,Nisha,CE,3,DL,58,68,2026-02-18
1756,Siddharth,CSE AIML,1,CD,50,92,2026-01-05
1757,Isha,CSE DS,3,OS,67,98,2026-02-13
1758,Karan,CSEAI,7,OS,86,65,2026-02-03
1759,Kriti,CHE,6,OS,99,87,2025-12-24
1760,Aniket,ELCE,7,WEBT,47,74,2026-02-05
1761,Raghavendra,ECE,7,Maths,60,78,2026-01-19
1762,Rahul,AE,3,CD,86,89,2026-01-12
